weight_cap,k_atr,turb_zscore_thr,turb_scale_min,vol_target_ann,fold,score_val,VAL_Sharpe,VAL_CAGR%,VAL_MaxDD%,VAL_SR_tstat,p_value,q_value,significant_5pct,significant_10pct,SR_above_HLZ_tmin,stat_label
0.65,2.5,1.5,0.4,0.35,4,1.020027123401972,0.8983,17.121,-15.595,1.268,0.20477,1.0,False,False,False,econ_strong_stat_weak
0.55,3.0,1.5,0.25,0.25,4,1.0186194919907328,0.9359,17.764,-19.973,1.321,0.18647,1.0,False,False,False,econ_strong_stat_weak
0.65,2.5,1.0,0.4,0.35,4,1.0152059462470402,0.9037,16.756,-15.592,1.276,0.20203,1.0,False,False,False,econ_strong_stat_weak
0.55,3.0,1.0,0.25,0.25,4,1.0119781473069396,0.9325,17.172,-19.081,1.316,0.18808,1.0,False,False,False,econ_strong_stat_weak
0.65,3.0,1.5,0.25,0.25,4,1.0107341689424594,0.9271,17.619,-20.036,1.309,0.19063,1.0,False,False,False,econ_strong_stat_weak
0.55,2.0,1.5,0.25,0.25,4,1.006889821550477,0.9077,15.528,-14.053,1.281,0.20008,1.0,False,False,False,econ_strong_stat_weak
0.65,3.0,1.0,0.25,0.25,4,1.0042730099563313,0.9238,17.035,-19.132,1.304,0.19224,1.0,False,False,False,econ_strong_stat_weak
0.55,3.0,1.0,0.25,0.3,4,1.004018523612976,0.9124,17.977,-20.404,1.288,0.19773,1.0,False,False,False,econ_strong_stat_weak
0.55,2.0,1.5,0.25,0.3,4,1.003955749290413,0.8961,15.695,-14.053,1.265,0.20586,1.0,False,False,False,econ_strong_stat_weak
0.55,3.0,1.0,0.25,0.35,4,1.0010970628528904,0.9064,18.105,-20.631,1.28,0.20071,1.0,False,False,False,econ_strong_stat_weak
0.65,2.0,1.5,0.25,0.25,4,0.9996068175018781,0.9041,15.493,-14.473,1.276,0.20185,1.0,False,False,False,econ_strong_stat_weak
0.55,2.0,1.5,0.25,0.35,4,0.9981067848604402,0.8891,15.612,-14.053,1.255,0.20941,1.0,False,False,False,econ_strong_stat_weak
0.65,3.0,1.0,0.25,0.3,4,0.9972220141095454,0.9048,17.849,-20.439,1.277,0.20153,1.0,False,False,False,econ_strong_stat_weak
0.65,2.0,1.5,0.25,0.3,4,0.9970401598119185,0.893,15.667,-14.473,1.261,0.20744,1.0,False,False,False,econ_strong_stat_weak
0.65,3.0,1.0,0.25,0.35,4,0.9967321902719306,0.9009,18.034,-20.641,1.272,0.20347,1.0,False,False,False,econ_strong_stat_weak
0.65,2.0,1.5,0.25,0.35,4,0.991738159492889,0.8865,15.594,-14.473,1.252,0.21073,1.0,False,False,False,econ_strong_stat_weak
0.55,3.0,1.5,0.25,0.3,4,0.9876333078693131,0.895,18.137,-21.799,1.263,0.20642,1.0,False,False,False,econ_strong_stat_weak
0.55,2.0,1.0,0.25,0.25,4,0.9869312354827189,0.8982,14.846,-14.048,1.268,0.20482,1.0,False,False,False,econ_strong_stat_weak
0.55,2.0,1.0,0.25,0.3,4,0.981150915288439,0.8837,14.956,-14.048,1.247,0.21222,1.0,False,False,False,econ_strong_stat_weak
0.55,3.0,1.5,0.25,0.35,4,0.9809591803738542,0.8858,18.236,-22.319,1.251,0.2111,1.0,False,False,False,econ_strong_stat_weak
0.65,3.0,1.5,0.25,0.3,4,0.9803169886368035,0.887,17.994,-21.854,1.252,0.21053,1.0,False,False,False,econ_strong_stat_weak
0.65,2.0,1.0,0.25,0.25,4,0.9796671810287194,0.8944,14.808,-14.467,1.263,0.20675,1.0,False,False,False,econ_strong_stat_weak
0.55,2.0,1.0,0.25,0.35,4,0.9782138152270161,0.8799,14.922,-14.048,1.242,0.21417,1.0,False,False,False,econ_strong_stat_weak
0.65,3.0,1.5,0.25,0.35,4,0.9757279891028326,0.8796,18.144,-22.356,1.242,0.2143,1.0,False,False,False,econ_strong_stat_weak
0.65,2.0,1.0,0.25,0.3,4,0.9746036663678257,0.8806,14.932,-14.467,1.243,0.21378,1.0,False,False,False,econ_strong_stat_weak
0.55,2.0,1.0,0.4,0.25,4,0.9731226165502418,0.8794,14.591,-14.048,1.241,0.21443,1.0,False,False,False,econ_strong_stat_weak
0.65,2.0,1.0,0.25,0.35,4,0.9722021334767785,0.8774,14.907,-14.467,1.239,0.21545,1.0,False,False,False,econ_strong_stat_weak
0.55,2.0,1.5,0.4,0.25,4,0.9701094578123378,0.8676,14.767,-14.053,1.225,0.22064,1.0,False,False,False,econ_strong_stat_weak
0.55,2.0,1.5,0.4,0.3,4,0.9677938639272813,0.8572,14.932,-14.053,1.21,0.2262,1.0,False,False,False,econ_strong_stat_weak
0.55,2.0,1.0,0.4,0.3,4,0.9677089640554446,0.8657,14.7,-14.048,1.222,0.22165,1.0,False,False,False,econ_strong_stat_weak
0.65,2.0,1.0,0.4,0.25,4,0.9654564578902818,0.8751,14.542,-14.467,1.235,0.21668,1.0,False,False,False,econ_strong_stat_weak
0.55,2.0,1.0,0.4,0.35,4,0.9648216626164109,0.862,14.667,-14.048,1.217,0.22361,1.0,False,False,False,econ_strong_stat_weak
0.65,2.0,1.5,0.4,0.25,4,0.962634315335823,0.8636,14.722,-14.473,1.219,0.22276,1.0,False,False,False,econ_strong_stat_weak
0.55,2.0,1.5,0.4,0.35,4,0.962078003923267,0.8504,14.85,-14.053,1.201,0.22989,1.0,False,False,False,econ_strong_stat_weak
0.65,2.0,1.0,0.4,0.3,4,0.960765344089977,0.8622,14.666,-14.467,1.217,0.22351,1.0,False,False,False,econ_strong_stat_weak
0.65,2.0,1.5,0.4,0.3,4,0.9606916136207587,0.8537,14.895,-14.473,1.205,0.22811,1.0,False,False,False,econ_strong_stat_weak
0.65,2.0,1.0,0.4,0.35,4,0.9584102748181177,0.8591,14.641,-14.467,1.213,0.22519,1.0,False,False,False,econ_strong_stat_weak
0.65,2.0,1.5,0.4,0.35,4,0.9555187441359843,0.8475,14.822,-14.473,1.196,0.23152,1.0,False,False,False,econ_strong_stat_weak
0.55,3.0,1.0,0.4,0.25,4,0.9353099822354304,0.8616,15.778,-21.712,1.216,0.22382,1.0,False,False,False,econ_strong_stat_weak
0.55,3.0,1.0,0.4,0.3,4,0.9325196379177271,0.8475,16.573,-22.993,1.197,0.23149,1.0,False,False,False,econ_strong_stat_weak
0.55,3.0,1.0,0.4,0.35,4,0.9305630052243627,0.8427,16.7,-23.212,1.19,0.23416,1.0,False,False,False,econ_strong_stat_weak
0.65,3.0,1.0,0.4,0.25,4,0.9269542690039243,0.8522,15.621,-21.791,1.203,0.22893,1.0,False,False,False,econ_strong_stat_weak
0.65,3.0,1.0,0.4,0.35,4,0.9254203743797109,0.8365,16.608,-23.25,1.181,0.23761,1.0,False,False,False,econ_strong_stat_weak
0.65,3.0,1.0,0.4,0.3,4,0.9250437142191928,0.8391,16.425,-23.055,1.185,0.23613,1.0,False,False,False,econ_strong_stat_weak
0.55,3.0,1.5,0.4,0.25,4,0.924112160899677,0.8471,15.851,-22.546,1.196,0.23171,1.0,False,False,False,econ_strong_stat_weak
0.65,3.0,1.5,0.4,0.25,4,0.9157126222663778,0.8377,15.688,-22.636,1.183,0.23692,1.0,False,False,False,econ_strong_stat_weak
0.55,3.0,1.5,0.4,0.3,4,0.9006595989091449,0.8136,16.218,-24.314,1.149,0.25066,1.0,False,False,False,econ_strong_stat_weak
0.55,3.0,1.5,0.4,0.35,4,0.895729899370545,0.8061,16.316,-24.817,1.138,0.25504,1.0,False,False,False,econ_strong_stat_weak
0.65,3.0,1.5,0.4,0.3,4,0.8928280049621509,0.805,16.057,-24.394,1.137,0.25572,1.0,False,False,False,econ_strong_stat_weak
0.65,3.0,1.5,0.4,0.35,4,0.8899180815095643,0.7994,16.204,-24.88,1.129,0.25902,1.0,False,False,False,econ_strong_stat_weak
0.65,3.0,1.5,0.25,0.3,5,0.7431983218766927,2.3879,93.283,-16.753,2.893,0.00382,0.067079,False,True,False,sig@10%_FDR_support
0.65,3.0,1.5,0.4,0.3,5,0.7431983218766927,2.3879,93.283,-16.753,2.893,0.00382,0.067079,False,True,False,sig@10%_FDR_support
0.65,3.0,1.0,0.4,0.3,5,0.7353987692227415,2.3842,92.728,-16.655,2.888,0.00387,0.067079,False,True,False,sig@10%_FDR_support
0.65,3.0,1.0,0.25,0.3,5,0.7353987692227415,2.3842,92.728,-16.655,2.888,0.00387,0.067079,False,True,False,sig@10%_FDR_support
0.55,3.0,1.5,0.25,0.3,5,0.7253147400916076,2.3804,92.646,-16.753,2.884,0.00393,0.067079,False,True,False,sig@10%_FDR_support
0.55,3.0,1.5,0.4,0.3,5,0.7253147400916076,2.3804,92.646,-16.753,2.884,0.00393,0.067079,False,True,False,sig@10%_FDR_support
0.65,3.0,1.5,0.4,0.35,5,0.7195546857781674,2.3528,96.657,-17.647,2.851,0.00436,0.067079,False,True,False,sig@10%_FDR_support
0.65,3.0,1.5,0.25,0.35,5,0.7195546857781674,2.3528,96.657,-17.647,2.851,0.00436,0.067079,False,True,False,sig@10%_FDR_support
0.55,3.0,1.0,0.25,0.3,5,0.7175087015100179,2.3767,92.093,-16.655,2.879,0.00398,0.067079,False,True,False,sig@10%_FDR_support
0.55,3.0,1.0,0.4,0.3,5,0.7175087015100179,2.3767,92.093,-16.655,2.879,0.00398,0.067079,False,True,False,sig@10%_FDR_support
0.65,3.0,1.0,0.4,0.35,5,0.70332991869839,2.3461,95.792,-17.551,2.843,0.00447,0.067079,False,True,False,sig@10%_FDR_support
0.65,3.0,1.0,0.25,0.35,5,0.70332991869839,2.3461,95.792,-17.551,2.843,0.00447,0.067079,False,True,False,sig@10%_FDR_support
0.55,3.0,1.5,0.4,0.35,5,0.7016628683014733,2.3455,96.002,-17.647,2.842,0.00448,0.067079,False,True,False,sig@10%_FDR_support
0.55,3.0,1.5,0.25,0.35,5,0.7016628683014733,2.3455,96.002,-17.647,2.842,0.00448,0.067079,False,True,False,sig@10%_FDR_support
0.55,3.0,1.0,0.25,0.35,5,0.6854433606288717,2.3387,95.14,-17.551,2.834,0.0046,0.067079,False,True,False,sig@10%_FDR_support
0.55,3.0,1.0,0.4,0.35,5,0.6854433606288717,2.3387,95.14,-17.551,2.834,0.0046,0.067079,False,True,False,sig@10%_FDR_support
0.65,3.0,1.0,0.25,0.25,5,0.5757927590663081,2.3897,81.92,-15.845,2.895,0.00379,0.067079,False,True,False,sig@10%_FDR_support
0.65,3.0,1.0,0.4,0.25,5,0.5757927590663081,2.3897,81.92,-15.845,2.895,0.00379,0.067079,False,True,False,sig@10%_FDR_support
0.65,3.0,1.5,0.25,0.25,5,0.5750717110183244,2.3904,82.161,-15.948,2.896,0.00378,0.067079,False,True,False,sig@10%_FDR_support
0.65,3.0,1.5,0.4,0.25,5,0.5750717110183244,2.3904,82.161,-15.948,2.896,0.00378,0.067079,False,True,False,sig@10%_FDR_support
0.55,3.0,1.0,0.4,0.25,5,0.5727785582183449,2.3845,81.861,-15.845,2.889,0.00387,0.067079,False,True,False,sig@10%_FDR_support
0.55,3.0,1.0,0.25,0.25,5,0.5727785582183449,2.3845,81.861,-15.845,2.889,0.00387,0.067079,False,True,False,sig@10%_FDR_support
0.55,3.0,1.5,0.4,0.25,5,0.5720743508559298,2.3852,82.102,-15.948,2.89,0.00386,0.067079,False,True,False,sig@10%_FDR_support
0.55,3.0,1.5,0.25,0.25,5,0.5720743508559298,2.3852,82.102,-15.948,2.89,0.00386,0.067079,False,True,False,sig@10%_FDR_support
0.65,2.5,1.5,0.4,0.3,5,-0.07200605394848929,2.0196,69.29,-18.188,2.45,0.01427,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.5,1.5,0.25,0.3,5,-0.07200605394848929,2.0196,69.29,-18.188,2.45,0.01427,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.5,1.0,0.25,0.3,5,-0.07948350669193503,2.0172,68.958,-18.188,2.448,0.01438,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.5,1.0,0.4,0.3,5,-0.07948350669193503,2.0172,68.958,-18.188,2.448,0.01438,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.5,1.5,0.4,0.25,5,-0.08590707673338366,2.0454,64.151,-17.039,2.482,0.01308,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.5,1.5,0.25,0.25,5,-0.08590707673338366,2.0454,64.151,-17.039,2.482,0.01308,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.5,1.0,0.4,0.25,5,-0.08842158187110746,2.0432,63.898,-16.932,2.479,0.01318,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.5,1.0,0.25,0.25,5,-0.08842158187110746,2.0432,63.898,-16.932,2.479,0.01318,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.5,1.5,0.25,0.3,5,-0.09799763350217566,2.0055,68.44,-18.203,2.433,0.01496,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.5,1.5,0.4,0.3,5,-0.09799763350217566,2.0055,68.44,-18.203,2.433,0.01496,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.5,1.5,0.4,0.25,5,-0.10487025404285036,2.0322,63.585,-17.039,2.466,0.01368,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.5,1.5,0.25,0.25,5,-0.10487025404285036,2.0322,63.585,-17.039,2.466,0.01368,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.5,1.0,0.25,0.3,5,-0.10545604097554458,2.003,68.111,-18.203,2.431,0.01508,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.5,1.0,0.4,0.3,5,-0.10545604097554458,2.003,68.111,-18.203,2.431,0.01508,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.5,1.0,0.4,0.25,5,-0.10745744476831948,2.03,63.332,-16.932,2.463,0.01378,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.5,1.0,0.25,0.25,5,-0.10745744476831948,2.03,63.332,-16.932,2.463,0.01378,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.0,1.5,0.4,0.25,5,-0.13243662956904745,1.9553,58.67,-14.174,2.373,0.01764,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.0,1.5,0.25,0.25,5,-0.13243662956904745,1.9553,58.67,-14.174,2.373,0.01764,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.0,1.0,0.4,0.25,5,-0.15321402234787848,1.9452,57.987,-14.159,2.361,0.01823,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.0,1.0,0.25,0.25,5,-0.15321402234787848,1.9452,57.987,-14.159,2.361,0.01823,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.0,1.5,0.4,0.25,5,-0.15762522217572314,1.941,57.947,-14.174,2.356,0.01848,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.0,1.5,0.25,0.25,5,-0.15762522217572314,1.941,57.947,-14.174,2.356,0.01848,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.0,1.0,0.25,0.25,5,-0.17838935946716916,1.9308,57.266,-14.159,2.344,0.0191,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.0,1.0,0.4,0.25,5,-0.17838935946716916,1.9308,57.266,-14.159,2.344,0.0191,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.5,1.5,0.4,0.35,5,-0.20627014810789168,1.9461,69.805,-20.841,2.362,0.01818,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.5,1.5,0.25,0.35,5,-0.20627014810789168,1.9461,69.805,-20.841,2.362,0.01818,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.0,1.5,0.25,0.3,5,-0.20744670878135202,1.907,59.836,-15.315,2.315,0.02062,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.0,1.5,0.4,0.3,5,-0.20744670878135202,1.907,59.836,-15.315,2.315,0.02062,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.5,1.5,0.4,0.35,5,-0.23108505648728117,1.9321,68.942,-20.853,2.345,0.01902,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.5,1.5,0.25,0.35,5,-0.23108505648728117,1.9321,68.942,-20.853,2.345,0.01902,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.0,1.0,0.25,0.3,5,-0.2331878972851508,1.8942,58.96,-15.301,2.299,0.02148,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.0,1.0,0.4,0.3,5,-0.2331878972851508,1.8942,58.96,-15.301,2.299,0.02148,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.0,1.5,0.25,0.3,5,-0.23379606025628086,1.8922,59.034,-15.315,2.297,0.02162,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.0,1.5,0.4,0.3,5,-0.23379606025628086,1.8922,59.034,-15.315,2.297,0.02162,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.5,1.0,0.4,0.35,5,-0.23481267201469386,1.932,68.703,-20.831,2.345,0.01903,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.5,1.0,0.25,0.35,5,-0.23481267201469386,1.932,68.703,-20.831,2.345,0.01903,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.0,1.0,0.25,0.3,5,-0.25949184646922935,1.8793,58.164,-15.301,2.282,0.02252,0.123149,False,False,False,econ_strong_stat_weak
0.55,2.0,1.0,0.4,0.3,5,-0.25949184646922935,1.8793,58.164,-15.301,2.282,0.02252,0.123149,False,False,False,econ_strong_stat_weak
0.55,2.5,1.0,0.25,0.35,5,-0.2595577430689695,1.9179,67.846,-20.843,2.328,0.01991,0.122041,False,False,False,econ_strong_stat_weak
0.55,2.5,1.0,0.4,0.35,5,-0.2595577430689695,1.9179,67.846,-20.843,2.328,0.01991,0.122041,False,False,False,econ_strong_stat_weak
0.65,2.0,1.5,0.4,0.35,5,-0.30060120825203884,1.8553,59.598,-16.464,2.252,0.02429,0.127142,False,False,False,econ_strong_stat_weak
0.65,2.0,1.5,0.25,0.35,5,-0.30060120825203884,1.8553,59.598,-16.464,2.252,0.02429,0.127142,False,False,False,econ_strong_stat_weak
0.65,2.0,1.0,0.25,0.35,5,-0.32447593353430654,1.8434,58.756,-16.45,2.238,0.02521,0.127142,False,False,False,econ_strong_stat_weak
0.65,2.0,1.0,0.4,0.35,5,-0.32447593353430654,1.8434,58.756,-16.45,2.238,0.02521,0.127142,False,False,False,econ_strong_stat_weak
0.55,2.0,1.5,0.25,0.35,5,-0.3262438429373655,1.8406,58.795,-16.464,2.235,0.02543,0.127142,False,False,False,econ_strong_stat_weak
0.55,2.0,1.5,0.4,0.35,5,-0.3262438429373655,1.8406,58.795,-16.464,2.235,0.02543,0.127142,False,False,False,econ_strong_stat_weak
0.55,2.0,1.0,0.4,0.35,5,-0.34999719133424606,1.8287,57.959,-16.45,2.22,0.02639,0.128277,False,False,False,econ_strong_stat_weak
0.55,2.0,1.0,0.25,0.35,5,-0.34999719133424606,1.8287,57.959,-16.45,2.22,0.02639,0.128277,False,False,False,econ_strong_stat_weak
